riff_id,titulo,artista,estilo,nivel_1_5,bpm_practica_inicio,bpm_practica_objetivo,metrica,subdivisiones_por_compas,tonalidad,afinacion,sonido,tecnica_principal,comentario_practica,compases_utiles,tags,compas_01,compas_02,compas_03,compas_04,compas_05,compas_06,compas_07,compas_08,compas_09,compas_10,compas_11,compas_12,compas_13,compas_14,compas_15,compas_16
riff_v4_famous_093_i_will_follow,I Will Follow - riff principal,U2,post_punk,3,70,155,4/4,8,A,EADGBE,clean_delay,pua_alterna,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"post_punk,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","5.0(1-1,palm_mute);5.0(2-2,palm_mute);5.0(3-3,palm_mute);5.3(5-5);4.0(7-8)","5.0(1-1,palm_mute);5.0(2-2,palm_mute);4.2(3-4);4.1(5-5);4.0(6-6);5.0(7-8)","5.0(1-1,palm_mute);5.0(2-2,palm_mute);4.5(3-4);4.2(5-6);4.0(7-7);5.0(8-8)","5.0(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_094_vertigo,Vertigo - riff principal,U2,rock,2,70,140,4/4,8,E,EADGBE,crunch,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.0(1-2);6.3(3-3);5.0(5-5);5.2(7-8),5.5(1-1);5.2(3-4);5.0(5-5);6.3(7-7);6.0(8-8),6.0(1-1);6.0(3-3);6.3(5-5);5.0(6-6);5.2(7-8),6.0(1-8),,,,,,,,,,,,
riff_v4_famous_095_all_right_now,All Right Now - riff principal,Free,classic_rock,2,60,120,4/4,8,A,EADGBE,crunch,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"classic_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.0(1-2);5.3(3-3);4.0(5-5);4.2(7-8),4.5(1-1);4.2(3-4);4.0(5-5);5.3(7-7);5.0(8-8),5.0(1-1);5.0(3-3);5.3(5-5);4.0(6-6);4.2(7-8),5.0(1-8),,,,,,,,,,,,
riff_v4_famous_096_born_to_be_wild,Born to Be Wild - riff principal,Steppenwolf,classic_rock,2,70,146,4/4,8,E,EADGBE,crunch,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"classic_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.0(1-2);6.3(3-3);5.0(5-5);5.2(7-8),5.5(1-1);5.2(3-4);5.0(5-5);6.3(7-7);6.0(8-8),6.0(1-1);6.0(3-3);6.3(5-5);5.0(6-6);5.2(7-8),6.0(1-8),,,,,,,,,,,,
riff_v4_famous_097_bad_to_the_bone,Bad to the Bone - riff principal,George Thorogood,blues_rock,2,60,94,4/4,8,G,EADGBE,crunch,shuffle,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"blues_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.3(1-1);6.6(3-3);5.3(5-5);5.4(6-6);5.5(7-8),5.8(1-2);5.5(3-4);5.3(5-5);6.6(7-7);6.3(8-8),6.3(1-2);5.3(3-4);5.5(5-6);5.8(7-8),6.3(1-8),,,,,,,,,,,,
riff_v4_famous_098_la_bamba,La Bamba - riff principal,Ritchie Valens,rock_and_roll,2,70,152,4/4,8,C,EADGBE,clean_crunch,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"rock_and_roll,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.3(1-2);5.6(3-3);4.3(5-5);4.5(7-8),4.8(1-1);4.5(3-4);4.3(5-5);5.6(7-7);5.3(8-8),5.3(1-1);5.3(3-3);5.6(5-5);4.3(6-6);4.5(7-8),5.3(1-8),,,,,,,,,,,,
riff_v4_famous_099_gloria,Gloria - riff principal,Them,garage_rock,1,60,130,4/4,8,E,EADGBE,crunch,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"garage_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.0(1-2);6.3(3-3);5.0(5-5);5.2(7-8),5.5(1-1);5.2(3-4);5.0(5-5);6.3(7-7);6.0(8-8),6.0(1-1);6.0(3-3);6.3(5-5);5.0(6-6);5.2(7-8),6.0(1-8),,,,,,,,,,,,
riff_v4_famous_100_the_passenger,The Passenger - riff principal,Iggy Pop,punk_rock,2,60,136,4/4,8,Am,EADGBE,clean_crunch,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"punk_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","5.0(1-1,palm_mute);5.0(2-2,palm_mute);5.0(3-3,palm_mute);5.3(5-5);4.0(7-8)","5.0(1-1,palm_mute);5.0(2-2,palm_mute);4.2(3-4);4.1(5-5);4.0(6-6);5.0(7-8)","5.0(1-1,palm_mute);5.0(2-2,palm_mute);4.5(3-4);4.2(5-6);4.0(7-7);5.0(8-8)","5.0(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_101_should_i_stay,Should I Stay or Should I Go - riff principal,The Clash,punk_rock,2,60,126,4/4,8,D,EADGBE,crunch,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"punk_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","5.5(1-1,palm_mute);5.5(2-2,palm_mute);5.5(3-3,palm_mute);5.8(5-5);4.5(7-8)","5.5(1-1,palm_mute);5.5(2-2,palm_mute);4.7(3-4);4.6(5-5);4.5(6-6);5.5(7-8)","5.5(1-1,palm_mute);5.5(2-2,palm_mute);4.10(3-4);4.7(5-6);4.5(7-7);5.5(8-8)","5.5(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_102_london_calling,London Calling - riff principal,The Clash,punk_rock,3,70,134,4/4,8,Em,EADGBE,crunch,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"punk_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","6.0(1-1,palm_mute);6.0(2-2,palm_mute);6.0(3-3,palm_mute);6.3(5-5);5.0(7-8)","6.0(1-1,palm_mute);6.0(2-2,palm_mute);5.2(3-4);5.1(5-5);5.0(6-6);6.0(7-8)","6.0(1-1,palm_mute);6.0(2-2,palm_mute);5.5(3-4);5.2(5-6);5.0(7-7);6.0(8-8)","6.0(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_103_i_fought_the_law,I Fought the Law - riff principal,The Clash,punk_rock,2,70,154,4/4,8,D,EADGBE,crunch,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"punk_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","5.5(1-1,palm_mute);5.5(2-2,palm_mute);5.5(3-3,palm_mute);5.8(5-5);4.5(7-8)","5.5(1-1,palm_mute);5.5(2-2,palm_mute);4.7(3-4);4.6(5-5);4.5(6-6);5.5(7-8)","5.5(1-1,palm_mute);5.5(2-2,palm_mute);4.10(3-4);4.7(5-6);4.5(7-7);5.5(8-8)","5.5(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_104_rebel_rebel,Rebel Rebel - riff principal,David Bowie,glam_rock,3,60,126,4/4,8,D,EADGBE,crunch,pua_alterna,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"glam_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.5(1-2);5.8(3-3);4.5(5-5);4.7(7-8),4.10(1-1);4.7(3-4);4.5(5-5);5.8(7-7);5.5(8-8),5.5(1-1);5.5(3-3);5.8(5-5);4.5(6-6);4.7(7-8),5.5(1-8),,,,,,,,,,,,
riff_v4_famous_105_ziggy_stardust,Ziggy Stardust - riff principal,David Bowie,glam_rock,3,60,81,4/4,8,G,EADGBE,crunch,pua_alterna,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"glam_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.3(1-2);6.6(3-3);5.3(5-5);5.5(7-8),5.8(1-1);5.5(3-4);5.3(5-5);6.6(7-7);6.3(8-8),6.3(1-1);6.3(3-3);6.6(5-5);5.3(6-6);5.5(7-8),6.3(1-8),,,,,,,,,,,,
riff_v4_famous_106_suffragette_city,Suffragette City - riff principal,David Bowie,glam_rock,3,70,142,4/4,8,A,EADGBE,crunch,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"glam_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.0(1-2);5.3(3-3);4.0(5-5);4.2(7-8),4.5(1-1);4.2(3-4);4.0(5-5);5.3(7-7);5.0(8-8),5.0(1-1);5.0(3-3);5.3(5-5);4.0(6-6);4.2(7-8),5.0(1-8),,,,,,,,,,,,
riff_v4_famous_107_master_of_puppets,Master of Puppets - riff principal,Metallica,thrash_metal,5,80,212,4/4,8,Em,EADGBE,distorsion,palm_mute,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"thrash_metal,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","6.0(1-1,palm_mute);6.0(2-2,palm_mute);6.0(3-3,palm_mute);6.3(5-5);5.0(7-8)","6.0(1-1,palm_mute);6.0(2-2,palm_mute);5.2(3-4);5.1(5-5);5.0(6-6);6.0(7-8)","6.0(1-1,palm_mute);6.0(2-2,palm_mute);5.5(3-4);5.2(5-6);5.0(7-7);6.0(8-8)","6.0(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_108_seek_and_destroy,Seek and Destroy - riff principal,Metallica,thrash_metal,4,70,148,4/4,8,Am,EADGBE,distorsion,palm_mute,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"thrash_metal,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","5.0(1-1,palm_mute);5.0(2-2,palm_mute);5.0(3-3,palm_mute);5.3(5-5);4.0(7-8)","5.0(1-1,palm_mute);5.0(2-2,palm_mute);4.2(3-4);4.1(5-5);4.0(6-6);5.0(7-8)","5.0(1-1,palm_mute);5.0(2-2,palm_mute);4.5(3-4);4.2(5-6);4.0(7-7);5.0(8-8)","5.0(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_109_for_whom_the_bell_tolls,For Whom the Bell Tolls - riff principal,Metallica,metal,3,60,118,4/4,8,Em,EADGBE,distorsion,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"metal,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","6.0(1-1,palm_mute);6.0(2-2,palm_mute);6.0(3-3,palm_mute);6.3(5-5);5.0(7-8)","6.0(1-1,palm_mute);6.0(2-2,palm_mute);5.2(3-4);5.1(5-5);5.0(6-6);6.0(7-8)","6.0(1-1,palm_mute);6.0(2-2,palm_mute);5.5(3-4);5.2(5-6);5.0(7-7);6.0(8-8)","6.0(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_110_sad_but_true,Sad But True - riff principal,Metallica,metal,3,55,89,4/4,8,D,EADGBE,distorsion,palm_mute,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"metal,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","5.5(1-1,palm_mute);5.5(2-2,palm_mute);5.5(3-3,palm_mute);5.8(5-5);4.5(7-8)","5.5(1-1,palm_mute);5.5(2-2,palm_mute);4.7(3-4);4.6(5-5);4.5(6-6);5.5(7-8)","5.5(1-1,palm_mute);5.5(2-2,palm_mute);4.10(3-4);4.7(5-6);4.5(7-7);5.5(8-8)","5.5(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_111_war_pigs,War Pigs - riff principal,Black Sabbath,metal_clasico,4,50,92,4/4,8,E,EADGBE,distorsion,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"metal_clasico,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","6.0(1-1,palm_mute);6.0(2-2,palm_mute);6.0(3-3,palm_mute);6.3(5-5);5.0(7-8)","6.0(1-1,palm_mute);6.0(2-2,palm_mute);5.2(3-4);5.1(5-5);5.0(6-6);6.0(7-8)","6.0(1-1,palm_mute);6.0(2-2,palm_mute);5.5(3-4);5.2(5-6);5.0(7-7);6.0(8-8)","6.0(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_112_nib,N.I.B. - riff principal,Black Sabbath,metal_clasico,3,60,102,4/4,8,E,EADGBE,distorsion,pua_alterna,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"metal_clasico,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","6.0(1-1,palm_mute);6.0(2-2,palm_mute);6.0(3-3,palm_mute);6.3(5-5);5.0(7-8)","6.0(1-1,palm_mute);6.0(2-2,palm_mute);5.2(3-4);5.1(5-5);5.0(6-6);6.0(7-8)","6.0(1-1,palm_mute);6.0(2-2,palm_mute);5.5(3-4);5.2(5-6);5.0(7-7);6.0(8-8)","6.0(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_113_highway_to_hell,Highway to Hell - riff principal,AC/DC,hard_rock,2,60,116,4/4,8,A,EADGBE,crunch,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"hard_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","5.0(1-1,palm_mute);5.0(2-2,palm_mute);5.0(3-3,palm_mute);5.3(5-5);4.0(7-8)","5.0(1-1,palm_mute);5.0(2-2,palm_mute);4.2(3-4);4.1(5-5);4.0(6-6);5.0(7-8)","5.0(1-1,palm_mute);5.0(2-2,palm_mute);4.5(3-4);4.2(5-6);4.0(7-7);5.0(8-8)","5.0(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_114_you_shook_me,You Shook Me All Night Long - riff principal,AC/DC,hard_rock,3,60,128,4/4,8,G,EADGBE,crunch,pua_alterna,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"hard_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","6.3(1-1,palm_mute);6.3(2-2,palm_mute);6.3(3-3,palm_mute);6.6(5-5);5.3(7-8)","6.3(1-1,palm_mute);6.3(2-2,palm_mute);5.5(3-4);5.4(5-5);5.3(6-6);6.3(7-8)","6.3(1-1,palm_mute);6.3(2-2,palm_mute);5.8(3-4);5.5(5-6);5.3(7-7);6.3(8-8)","6.3(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_115_tnt,T.N.T. - riff principal,AC/DC,hard_rock,2,60,126,4/4,8,E,EADGBE,crunch,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"hard_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","6.0(1-1,palm_mute);6.0(2-2,palm_mute);6.0(3-3,palm_mute);6.3(5-5);5.0(7-8)","6.0(1-1,palm_mute);6.0(2-2,palm_mute);5.2(3-4);5.1(5-5);5.0(6-6);6.0(7-8)","6.0(1-1,palm_mute);6.0(2-2,palm_mute);5.5(3-4);5.2(5-6);5.0(7-7);6.0(8-8)","6.0(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_116_riff_raff,Riff Raff - riff principal,AC/DC,hard_rock,4,80,194,4/4,8,A,EADGBE,crunch,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"hard_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","5.0(1-1,palm_mute);5.0(2-2,palm_mute);5.0(3-3,palm_mute);5.3(5-5);4.0(7-8)","5.0(1-1,palm_mute);5.0(2-2,palm_mute);4.2(3-4);4.1(5-5);4.0(6-6);5.0(7-8)","5.0(1-1,palm_mute);5.0(2-2,palm_mute);4.5(3-4);4.2(5-6);4.0(7-7);5.0(8-8)","5.0(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_117_killing_in_the_name,Killing in the Name - riff principal,Rage Against the Machine,rap_metal,4,60,89,4/4,8,D,EADGBE,distorsion,palm_mute,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"rap_metal,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","5.5(1-1,palm_mute);5.5(2-2,palm_mute);5.5(3-3,palm_mute);5.8(5-5);4.5(7-8)","5.5(1-1,palm_mute);5.5(2-2,palm_mute);4.7(3-4);4.6(5-5);4.5(6-6);5.5(7-8)","5.5(1-1,palm_mute);5.5(2-2,palm_mute);4.10(3-4);4.7(5-6);4.5(7-7);5.5(8-8)","5.5(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_118_bulls_on_parade,Bulls on Parade - riff principal,Rage Against the Machine,rap_metal,4,60,166,4/4,8,E,EADGBE,distorsion,muting,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"rap_metal,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","6.0(1-1,palm_mute);6.0(2-2,palm_mute);6.0(3-3,palm_mute);6.3(5-5);5.0(7-8)","6.0(1-1,palm_mute);6.0(2-2,palm_mute);5.2(3-4);5.1(5-5);5.0(6-6);6.0(7-8)","6.0(1-1,palm_mute);6.0(2-2,palm_mute);5.5(3-4);5.2(5-6);5.0(7-7);6.0(8-8)","6.0(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_119_bombtrack,Bombtrack - riff principal,Rage Against the Machine,rap_metal,4,60,152,4/4,8,F#m,EADGBE,distorsion,palm_mute,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"rap_metal,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","6.2(1-1,palm_mute);6.2(2-2,palm_mute);6.2(3-3,palm_mute);6.5(5-5);5.2(7-8)","6.2(1-1,palm_mute);6.2(2-2,palm_mute);5.4(3-4);5.3(5-5);5.2(6-6);6.2(7-8)","6.2(1-1,palm_mute);6.2(2-2,palm_mute);5.7(3-4);5.4(5-6);5.2(7-7);6.2(8-8)","6.2(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_120_cochise,Cochise - riff principal,Audioslave,hard_rock,3,60,82,4/4,8,E,EADGBE,distorsion,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"hard_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","6.0(1-1,palm_mute);6.0(2-2,palm_mute);6.0(3-3,palm_mute);6.3(5-5);5.0(7-8)","6.0(1-1,palm_mute);6.0(2-2,palm_mute);5.2(3-4);5.1(5-5);5.0(6-6);6.0(7-8)","6.0(1-1,palm_mute);6.0(2-2,palm_mute);5.5(3-4);5.2(5-6);5.0(7-7);6.0(8-8)","6.0(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_121_like_a_stone,Like a Stone - riff principal,Audioslave,alt_rock,3,50,108,4/4,8,Am,EADGBE,clean,arpegio,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"alt_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.0(1-2);5.3(3-3);4.0(5-5);4.2(7-8),4.5(1-1);4.2(3-4);4.0(5-5);5.3(7-7);5.0(8-8),5.0(1-1);5.0(3-3);5.3(5-5);4.0(6-6);4.2(7-8),5.0(1-8),,,,,,,,,,,,
riff_v4_famous_122_chop_suey,Chop Suey - riff principal,System of a Down,alt_metal,5,70,127,4/4,8,Cm,EADGBE,distorsion,pua_alterna,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"alt_metal,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","5.3(1-1,palm_mute);5.3(2-2,palm_mute);5.3(3-3,palm_mute);5.6(5-5);4.3(7-8)","5.3(1-1,palm_mute);5.3(2-2,palm_mute);4.5(3-4);4.4(5-5);4.3(6-6);5.3(7-8)","5.3(1-1,palm_mute);5.3(2-2,palm_mute);4.8(3-4);4.5(5-6);4.3(7-7);5.3(8-8)","5.3(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_123_toxicity,Toxicity - riff principal,System of a Down,alt_metal,4,60,117,4/4,8,Cm,EADGBE,distorsion,pua_alterna,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"alt_metal,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","5.3(1-1,palm_mute);5.3(2-2,palm_mute);5.3(3-3,palm_mute);5.6(5-5);4.3(7-8)","5.3(1-1,palm_mute);5.3(2-2,palm_mute);4.5(3-4);4.4(5-5);4.3(6-6);5.3(7-8)","5.3(1-1,palm_mute);5.3(2-2,palm_mute);4.8(3-4);4.5(5-6);4.3(7-7);5.3(8-8)","5.3(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_124_aerials,Aerials - riff principal,System of a Down,alt_metal,3,50,80,4/4,8,Cm,EADGBE,clean_crunch,pua_alterna,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"alt_metal,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","5.3(1-1,palm_mute);5.3(2-2,palm_mute);5.3(3-3,palm_mute);5.6(5-5);4.3(7-8)","5.3(1-1,palm_mute);5.3(2-2,palm_mute);4.5(3-4);4.4(5-5);4.3(6-6);5.3(7-8)","5.3(1-1,palm_mute);5.3(2-2,palm_mute);4.8(3-4);4.5(5-6);4.3(7-7);5.3(8-8)","5.3(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_125_paradise_city,Paradise City - riff principal,Guns N Roses,hard_rock,4,70,100,4/4,8,G,EADGBE,crunch,pua_alterna,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"hard_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","6.3(1-1,palm_mute);6.3(2-2,palm_mute);6.3(3-3,palm_mute);6.6(5-5);5.3(7-8)","6.3(1-1,palm_mute);6.3(2-2,palm_mute);5.5(3-4);5.4(5-5);5.3(6-6);6.3(7-8)","6.3(1-1,palm_mute);6.3(2-2,palm_mute);5.8(3-4);5.5(5-6);5.3(7-7);6.3(8-8)","6.3(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_126_welcome_to_the_jungle,Welcome to the Jungle - riff principal,Guns N Roses,hard_rock,4,70,124,4/4,8,G,EADGBE,crunch,pua_alterna,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"hard_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto","6.3(1-1,palm_mute);6.3(2-2,palm_mute);6.3(3-3,palm_mute);6.6(5-5);5.3(7-8)","6.3(1-1,palm_mute);6.3(2-2,palm_mute);5.5(3-4);5.4(5-5);5.3(6-6);6.3(7-8)","6.3(1-1,palm_mute);6.3(2-2,palm_mute);5.8(3-4);5.5(5-6);5.3(7-7);6.3(8-8)","6.3(1-8,sustain)",,,,,,,,,,,,
riff_v4_famous_127_sultans_of_swing,Sultans of Swing - riff principal,Dire Straits,rock,5,60,149,4/4,8,Dm,EADGBE,clean,fingerstyle,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.5(1-2);5.8(3-3);4.5(5-5);4.7(7-8),4.10(1-1);4.7(3-4);4.5(5-5);5.8(7-7);5.5(8-8),5.5(1-1);5.5(3-3);5.8(5-5);4.5(6-6);4.7(7-8),5.5(1-8),,,,,,,,,,,,
riff_v4_famous_128_walk_of_life,Walk of Life - riff principal,Dire Straits,rock,2,70,172,4/4,8,E,EADGBE,clean,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.0(1-2);6.3(3-3);5.0(5-5);5.2(7-8),5.5(1-1);5.2(3-4);5.0(5-5);6.3(7-7);6.0(8-8),6.0(1-1);6.0(3-3);6.3(5-5);5.0(6-6);5.2(7-8),6.0(1-8),,,,,,,,,,,,
riff_v4_famous_129_pretty_woman,Oh Pretty Woman - riff principal,Roy Orbison,rock_and_roll,2,60,128,4/4,8,E,EADGBE,clean_crunch,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"rock_and_roll,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.0(1-2);6.3(3-3);5.0(5-5);5.2(7-8),5.5(1-1);5.2(3-4);5.0(5-5);6.3(7-7);6.0(8-8),6.0(1-1);6.0(3-3);6.3(5-5);5.0(6-6);5.2(7-8),6.0(1-8),,,,,,,,,,,,
riff_v4_famous_130_owner_of_a_lonely_heart,Owner of a Lonely Heart - riff principal,Yes,prog_pop,3,60,125,4/4,8,E,EADGBE,distorsion,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"prog_pop,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.0(1-2);5.2(3-4);5.4(5-6);5.2(7-8),5.0(1-2);5.2(3-4);5.5(5-6);5.2(7-8),6.0(1-1);6.2(3-3);6.3(5-5);5.2(7-8),6.0(1-8),,,,,,,,,,,,
riff_v4_famous_131_fortunate_son,Fortunate Son - riff principal,Creedence Clearwater Revival,classic_rock,2,70,132,4/4,8,G,EADGBE,crunch,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"classic_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.3(1-2);6.6(3-3);5.3(5-5);5.5(7-8),5.8(1-1);5.5(3-4);5.3(5-5);6.6(7-7);6.3(8-8),6.3(1-1);6.3(3-3);6.6(5-5);5.3(6-6);5.5(7-8),6.3(1-8),,,,,,,,,,,,
riff_v4_famous_132_bad_moon_rising,Bad Moon Rising - riff principal,Creedence Clearwater Revival,classic_rock,2,70,178,4/4,8,D,EADGBE,clean_crunch,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"classic_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",5.5(1-2);5.8(3-3);4.5(5-5);4.7(7-8),4.10(1-1);4.7(3-4);4.5(5-5);5.8(7-7);5.5(8-8),5.5(1-1);5.5(3-3);5.8(5-5);4.5(6-6);4.7(7-8),5.5(1-8),,,,,,,,,,,,
riff_v4_famous_133_green_river,Green River - riff principal,Creedence Clearwater Revival,swamp_rock,3,70,142,4/4,8,E,EADGBE,crunch,pua_abajo,"Frase cerrada: respetar silencios, acentos y dejar sonar el ultimo valor.",4,"swamp_rock,famoso_realista_aprox,licenciable,famoso,app_ready,cierre,final_resuelto",6.0(1-2);6.3(3-3);5.0(5-5);5.2(7-8),5.5(1-1);5.2(3-4);5.0(5-5);6.3(7-7);6.0(8-8),6.0(1-1);6.0(3-3);6.3(5-5);5.0(6-6);5.2(7-8),6.0(1-8),,,,,,,,,,,,
